Vincent Gallo is right at home in this French shocker playing his usual bad boy weirdo role  ;3
Vincent Gallo;2
Vincent;2
Gallo;2
is right at home in this French shocker playing his usual bad boy weirdo role  ;3
is right at home in this French shocker playing his usual bad boy weirdo role;3
is right at home in this French shocker;2
right at home in this French shocker;3
right at home;3
right;3
at home;2
at;2
home;2
in this French shocker;2
this French shocker;2
French shocker;3
French;2
shocker;2
playing his usual bad boy weirdo role;2
playing;2
his usual bad boy weirdo role;2
usual bad boy weirdo role;2
usual;2
bad boy weirdo role;2
bad;0
boy weirdo role;2
boy;2
weirdo role;2
weirdo;2
role;2
If a horror movie s primary goal is to frighten and disturb  then They works spectacularly well     A shiver inducing  nerve rattling ride  ;4
If a horror movie s primary goal is to frighten and disturb;2
a horror movie s primary goal is to frighten and disturb;2
a horror movie s primary goal;2
a horror movie s;2
horror movie s;2
primary goal;2
primary;2
goal;3
is to frighten and disturb;1
to frighten and disturb;2
frighten and disturb;2
frighten and;1
frighten;2
disturb;1
 then They works spectacularly well     A shiver inducing  nerve rattling ride  ;4
then They works spectacularly well     A shiver inducing  nerve rattling ride  ;4
then;2
They works spectacularly well     A shiver inducing  nerve rattling ride  ;4
works spectacularly well     A shiver inducing  nerve rattling ride  ;4
works spectacularly well     A shiver inducing  nerve rattling ride;4
works spectacularly well    ;3
works spectacularly well;3
works;2
spectacularly well;4
spectacularly;4
well;3
A shiver inducing  nerve rattling ride;2
A shiver inducing ;2
A shiver inducing;3
shiver inducing;3
nerve rattling ride;2
nerve rattling;2
ride;2
This 100 minute movie only has about 25 minutes of decent material  ;1
This 100 minute movie;2
100 minute movie;2
100 minute;2
only has about 25 minutes of decent material  ;1
only;2
has about 25 minutes of decent material  ;3
has about 25 minutes of decent material;1
about 25 minutes of decent material;1
about 25 minutes;2
about 25;2
25;2
minutes;2
of decent material;2
decent material;3
decent;3
material;2
Fortunately  you still have that option  ;2
Fortunately;2
 you still have that option  ;2
you still have that option  ;2
still have that option  ;2
have that option  ;2
have that option;2
that option;2
option;2
Less the sensational true crime hell jaunt purists might like and more experimental in its storytelling  LRB  though no less horrifying for it  RRB   ;3
the sensational true crime hell jaunt purists might like and more experimental in its storytelling  LRB  though no less horrifying for it  RRB   ;3
the sensational true crime hell jaunt purists might like and more experimental in its storytelling  LRB  though no less horrifying for it  RRB ;4
the sensational true crime hell jaunt purists might like and more experimental in its storytelling;3
the sensational true crime;3
sensational true crime;4
sensational;4
true crime;2
hell jaunt purists might like and more experimental in its storytelling;2
hell jaunt purists;1
hell jaunt;1
purists;2
might like and more experimental in its storytelling;3
might;2
like and more experimental in its storytelling;2
like and;2
more experimental in its storytelling;3
more experimental;3
experimental;2
in its storytelling;2
its storytelling;2
storytelling;2
 LRB  though no less horrifying for it  RRB ;2
 LRB ;1
though no less horrifying for it  RRB ;2
though no;2
though;2
less horrifying for it  RRB ;2
less horrifying for it;2
horrifying for it;2
horrifying;1
for it;2
 RRB ;3
As tricky and satisfying as any of David Mamet s airless cinematic shell games  ;3
As tricky and satisfying as any of David;3
tricky and satisfying as any of David;3
tricky and satisfying;3
tricky and;2
tricky;2
satisfying;4
as any of David;2
any of David;2
any;2
of David;2
David;2
Mamet s airless cinematic shell games  ;3
Mamet s;2
Mamet;2
airless cinematic shell games  ;1
airless cinematic shell games;2
airless;2
cinematic shell games;2
cinematic;3
shell games;2
shell;2
games;2
I m sure the filmmaker would disagree  but  honestly  I do nt see the point  ;1
m sure the filmmaker would disagree  but  honestly  I do nt see the point  ;1
m sure the filmmaker would disagree  but  honestly  I do nt see the point;0
m;2
sure the filmmaker would disagree  but  honestly  I do nt see the point;1
sure;2
the filmmaker would disagree  but  honestly  I do nt see the point;1
the filmmaker would disagree  but ;2
the filmmaker would disagree  but;2
the filmmaker would disagree ;2
the filmmaker would disagree;1
the filmmaker;2
filmmaker;2
would disagree;2
disagree;3
honestly  I do nt see the point;0
honestly;3
 I do nt see the point;1
I do nt see the point;1
do nt see the point;1
see the point;2
see;2
the point;2
point;2
Jones has tackled a meaty subject and drawn engaging characters while peppering the pages with memorable zingers  ;4
Jones;2
has tackled a meaty subject and drawn engaging characters while peppering the pages with memorable zingers  ;4
has tackled a meaty subject and drawn engaging characters while peppering the pages with memorable zingers;3
tackled a meaty subject and drawn engaging characters while peppering the pages with memorable zingers;4
tackled a meaty subject and;3
tackled a meaty subject;3
tackled;2
a meaty subject;3
meaty subject;3
meaty;3
subject;2
drawn engaging characters while peppering the pages with memorable zingers;3
drawn engaging characters;4
drawn;2
engaging characters;3
engaging;4
characters;2
while peppering the pages with memorable zingers;3
peppering the pages with memorable zingers;3
peppering the pages;2
peppering;2
the pages;2
pages;2
with memorable zingers;3
memorable zingers;3
memorable;4
zingers;2
Bloody Sunday has the grace to call for prevention rather than to place blame  making it one of the best war movies ever made  ;4
Bloody Sunday;2
Bloody;1
Sunday;2
has the grace to call for prevention rather than to place blame  making it one of the best war movies ever made  ;4
has the grace to call for prevention rather than to place blame  making it one of the best war movies ever made;4
the grace to call for prevention rather than to place blame  making it one of the best war movies ever made;4
grace to call for prevention rather than to place blame  making it one of the best war movies ever made;4
grace;3
to call for prevention rather than to place blame  making it one of the best war movies ever made;4
call for prevention rather than to place blame  making it one of the best war movies ever made;4
call for prevention rather than to place blame ;2
call for prevention rather than to place blame;2
call;2
for prevention rather than to place blame;2
for prevention rather than;2
for prevention;2
prevention;2
rather than;2
to place blame;1
place blame;2
place;2
blame;2
making it one of the best war movies ever made;4
making;2
it one of the best war movies ever made;4
one of the best war movies ever made;4
of the best war movies ever made;4
the best war movies ever made;4
the best war movies;3
best war movies;4
war movies;1
war;1
ever made;2
ever;2
made;2
Takes a clunky TV movie approach to detailing a chapter in the life of the celebrated Irish playwright  poet and drinker  ;1
Takes a clunky TV movie approach to detailing a chapter in the life of the celebrated Irish playwright  poet and drinker;1
a clunky TV movie approach to detailing a chapter in the life of the celebrated Irish playwright  poet and drinker;1
a clunky TV movie approach;2
clunky TV movie approach;0
clunky TV movie;1
clunky;1
TV movie;2
approach;2
to detailing a chapter in the life of the celebrated Irish playwright  poet and drinker;2
detailing a chapter in the life of the celebrated Irish playwright  poet and drinker;2
detailing a chapter;2
detailing;3
a chapter;2
chapter;2
in the life of the celebrated Irish playwright  poet and drinker;2
the life of the celebrated Irish playwright  poet and drinker;2
the life;2
life;3
of the celebrated Irish playwright  poet and drinker;2
the celebrated Irish playwright  poet and drinker;2
celebrated Irish playwright  poet and drinker;2
celebrated;3
Irish playwright  poet and drinker;2
Irish;2
playwright  poet and drinker;2
playwright;2
 poet and drinker;2
poet and drinker;2
poet and;2
poet;2
drinker;2
Finally coming down off of Miramax s deep shelves after a couple of aborted attempts  Waking Up in Reno makes a strong case for letting sleeping dogs lie  ;2
Finally;2
coming down off of Miramax s deep shelves after a couple of aborted attempts  Waking Up in Reno makes a strong case for letting sleeping dogs lie  ;1
coming down off of Miramax s deep shelves after a couple of aborted attempts  Waking Up in Reno makes a strong case for letting sleeping dogs lie;1
coming down off of Miramax s deep shelves after a couple of aborted attempts  Waking Up in Reno makes;1
coming down off of Miramax s deep shelves after a couple of aborted attempts  Waking Up in Reno;1
coming down off of Miramax s deep shelves after a couple of aborted attempts ;1
coming down off of Miramax s deep shelves after a couple of aborted attempts;2
coming down off of Miramax s deep shelves;2
coming down off;2
coming;2
down off;2
down;2
of Miramax s deep shelves;2
Miramax s deep shelves;2
Miramax s;2
Miramax;2
deep shelves;2
deep;2
shelves;2
after a couple of aborted attempts;1
after;2
a couple of aborted attempts;1
a couple;2
couple;2
of aborted attempts;1
aborted attempts;1
aborted;2
attempts;2
Waking Up in Reno;2
Waking Up;2
Waking;2
in Reno;2
Reno;2
a strong case for letting sleeping dogs lie;1
a strong case;3
strong case;3
strong;3
for letting sleeping dogs lie;2
letting sleeping dogs lie;2
letting;2
sleeping dogs lie;2
sleeping dogs;2
sleeping;2
lie;1
Thanks largely to Williams  all the interesting developments are processed in 60 minutes    the rest is just an overexposed waste of film  ;0
Thanks largely to Williams  all the interesting developments are processed in 60 minutes    the rest is just an overexposed waste of film;1
Thanks largely to Williams  all the interesting developments are processed in 60 minutes   ;2
Thanks largely to Williams  all the interesting developments are processed in 60 minutes;3
Thanks largely to Williams;2
Thanks largely;3
Thanks;2
largely;2
to Williams;2
Williams;2
 all the interesting developments are processed in 60 minutes;2
all the interesting developments are processed in 60 minutes;2
all the interesting developments;3
the interesting developments;2
interesting developments;3
interesting;3
developments;2
are processed in 60 minutes;2
processed in 60 minutes;2
processed;2
in 60 minutes;2
60 minutes;2
60;2
the rest is just an overexposed waste of film;0
the rest;2
rest;2
is just an overexposed waste of film;0
is just;2
an overexposed waste of film;0
an overexposed waste;0
overexposed waste;1
overexposed;1
waste;1
of film;2
Comes across as a relic from a bygone era  and its convolutions     feel silly rather than plausible  ;0
Comes across as a relic from a bygone era  and its convolutions     feel silly rather than plausible;1
Comes across;2
Comes;2
across;2
as a relic from a bygone era  and its convolutions     feel silly rather than plausible;0
a relic from a bygone era  and its convolutions     feel silly rather than plausible;1
a relic from a bygone era  and its convolutions     feel;2
relic from a bygone era  and its convolutions     feel;2
relic from a bygone era  and its convolutions    ;1
relic;2
from a bygone era  and its convolutions    ;2
a bygone era  and its convolutions    ;2
a bygone era  and its convolutions;2
a bygone era  and;2
a bygone era ;2
a bygone era;2
bygone era;2
bygone;2
era;2
its convolutions;1
convolutions;2
silly rather than plausible;1
silly rather than;1
silly;3
plausible;2
Perhaps it s cliche to call the film   refreshing   but it is  ;4
Perhaps it s cliche to call the film   refreshing   but it is;4
Perhaps it s cliche to call the film   refreshing   but;3
Perhaps it s cliche to call the film   refreshing  ;3
Perhaps it s cliche to call the film   refreshing ;2
Perhaps it s cliche to call the film   refreshing;3
Perhaps;2
it s cliche to call the film   refreshing;2
s cliche to call the film   refreshing;1
cliche to call the film   refreshing;2
cliche;1
to call the film   refreshing;3
call the film   refreshing;3
the film   refreshing;2
  refreshing;4
refreshing;3
it is;3
Both lead performances are Oscar size  ;4
Both lead performances;2
Both;2
lead performances;3
lead;2
are Oscar size  ;2
are Oscar size;3
Oscar size;2
Run for your lives !;0
Run for your lives;0
Run;2
for your lives;2
your lives;2
your;2
lives;2
!;2
Mark Pellington s latest pop thriller is as kooky and overeager as it is spooky and subtly in love with myth  ;3
Mark Pellington s latest pop thriller;2
Mark Pellington s;2
Mark;2
Pellington s;2
Pellington;2
latest pop thriller;2
pop thriller;2
pop;2
thriller;3
is as kooky and overeager as it is spooky and subtly in love with myth  ;2
is as kooky and overeager as it is spooky and subtly in love with myth;2
as kooky and overeager as it is spooky and subtly in love with myth;3
kooky and overeager as it is spooky and subtly in love with myth;3
kooky and overeager;1
kooky and;2
kooky;2
overeager;1
as it is spooky and subtly in love with myth;3
it is spooky and subtly in love with myth;3
is spooky and subtly in love with myth;3
is spooky and subtly;3
spooky and subtly;3
spooky and;2
spooky;2
subtly;2
in love with myth;3
love with myth;2
with myth;2
myth;2
Claude Chabrol s camera has a way of gently swaying back and forth as it cradles its characters  veiling tension beneath otherwise tender movements  ;3
Claude Chabrol s camera;2
Claude Chabrol s;2
Claude;3
Chabrol s;2
Chabrol;2
camera;2
has a way of gently swaying back and forth as it cradles its characters  veiling tension beneath otherwise tender movements  ;3
has a way of gently swaying back and forth as it cradles its characters  veiling tension beneath otherwise tender movements;3
a way of gently swaying back and forth as it cradles its characters  veiling tension beneath otherwise tender movements;3
a way;2
way;2
of gently swaying back and forth as it cradles its characters  veiling tension beneath otherwise tender movements;3
gently swaying back and forth as it cradles its characters  veiling tension beneath otherwise tender movements;3
gently;2
swaying back and forth as it cradles its characters  veiling tension beneath otherwise tender movements;3
swaying back and forth;2
swaying;2
back and forth;2
back and;2
back;2
forth;2
as it cradles its characters  veiling tension beneath otherwise tender movements;2
it cradles its characters  veiling tension beneath otherwise tender movements;2
cradles its characters  veiling tension beneath otherwise tender movements;3
cradles its characters ;2
cradles its characters;2
cradles;2
its characters;2
veiling tension beneath otherwise tender movements;3
veiling tension;1
veiling;2
tension;2
beneath otherwise tender movements;3
beneath;2
otherwise tender movements;2
otherwise;2
tender movements;3
tender;2
movements;2
Transforms one of  LRB  Shakespeare s  RRB  deepest tragedies into a smart new comedy  ;3
Transforms one of  LRB  Shakespeare s  RRB  deepest tragedies into a smart new comedy;3
Transforms one of  LRB  Shakespeare s  RRB  deepest tragedies;3
Transforms one;2
Transforms;2
of  LRB  Shakespeare s  RRB  deepest tragedies;2
 LRB  Shakespeare s  RRB  deepest tragedies;2
 LRB  Shakespeare s  RRB ;2
Shakespeare s  RRB ;2
Shakespeare s;2
Shakespeare;1
deepest tragedies;1
deepest;2
tragedies;1
into a smart new comedy;3
a smart new comedy;4
smart new comedy;4
smart;4
new comedy;2
The screenplay by James Eric  James Horton and director Peter OFallon     is so pat it makes your teeth hurt  ;1
The screenplay by James Eric  James Horton and director Peter OFallon;2
The screenplay;2
screenplay;2
by James Eric  James Horton and director Peter OFallon;2
James Eric  James Horton and director Peter OFallon;2
James Eric  James Horton and;2
James Eric  James Horton;2
James Eric ;2
James Eric;2
James;2
Eric;3
James Horton;2
Horton;2
director Peter OFallon;2
director;2
Peter OFallon;2
Peter;2
OFallon;2
    is so pat it makes your teeth hurt  ;1
is so pat it makes your teeth hurt  ;1
is so pat it makes your teeth hurt;1
so pat it makes your teeth hurt;1
pat it makes your teeth hurt;2
pat;2
it makes your teeth hurt;1
makes your teeth hurt;0
your teeth hurt;2
your teeth;2
teeth;2
hurt;1
But arriving at a particularly dark moment in history  it offers flickering reminders of the ties that bind us  ;3
arriving at a particularly dark moment in history  it offers flickering reminders of the ties that bind us  ;3
arriving at a particularly dark moment in history;2
arriving;2
at a particularly dark moment in history;2
a particularly dark moment in history;2
a particularly dark moment;2
particularly dark moment;2
particularly dark;2
particularly;2
moment;3
in history;2
history;2
 it offers flickering reminders of the ties that bind us  ;2
it offers flickering reminders of the ties that bind us  ;2
offers flickering reminders of the ties that bind us  ;3
offers flickering reminders of the ties that bind us;3
flickering reminders of the ties that bind us;3
flickering reminders of the ties;2
flickering reminders;2
flickering;2
reminders;2
of the ties;2
the ties;2
ties;2
that bind us;2
bind us;1
bind;2
Its generic villains lack any intrigue  LRB  other than their funny accents  RRB  and the action scenes are poorly delivered  ;1
Its generic villains lack any intrigue  LRB  other than their funny accents  RRB  and the action scenes are poorly delivered;0
Its generic villains lack any intrigue  LRB  other than their funny accents  RRB  and;0
Its generic villains lack any intrigue  LRB  other than their funny accents  RRB ;1
Its generic villains;2
generic villains;1
generic;1
villains;1
lack any intrigue  LRB  other than their funny accents  RRB ;1
lack;2
any intrigue  LRB  other than their funny accents  RRB ;2
any intrigue;2
 LRB  other than their funny accents  RRB ;2
other than their funny accents  RRB ;2
other than their funny accents;2
than their funny accents;3
their funny accents;2
their;2
funny accents;2
funny;3
accents;2
the action scenes are poorly delivered;1
the action scenes;2
action scenes;3
scenes;2
are poorly delivered;1
are poorly;1
poorly;1
delivered;2
The characters are more deeply thought through than in most   right thinking  films  ;3
The characters;2
are more deeply thought through than in most   right thinking  films  ;2
are more deeply thought through than in most   right thinking  films;3
are more deeply;2
more deeply;2
deeply;2
thought through than in most   right thinking  films;3
thought;2
through than in most   right thinking  films;3
than in most   right thinking  films;2
than in most;2
in most;2
most;2
  right thinking  films;2
right thinking  films;3
right thinking;2
 films;2
films;2
The film  despite the gratuitous cinematic distractions impressed upon it  is still good fun  ;3
 despite the gratuitous cinematic distractions impressed upon it  is still good fun  ;3
despite the gratuitous cinematic distractions impressed upon it  is still good fun  ;3
despite the gratuitous cinematic distractions impressed upon it;2
the gratuitous cinematic distractions impressed upon it;2
the gratuitous cinematic distractions;1
gratuitous cinematic distractions;3
gratuitous;2
cinematic distractions;2
distractions;1
impressed upon it;2
impressed;4
upon it;2
upon;2
 is still good fun  ;3
is still good fun  ;3
is still good fun;3
is still;2
good fun;4
fun;4
Downright transparent is the script s endless assault of embarrassingly ham fisted sex jokes that reek of a script rewrite designed to garner the film a    cooler  PG 13 rating  ;0
Downright transparent;1
Downright;2
transparent;2
is the script s endless assault of embarrassingly ham fisted sex jokes that reek of a script rewrite designed to garner the film a    cooler  PG 13 rating  ;0
is the script s endless assault of embarrassingly ham fisted sex jokes that reek of a script rewrite designed to garner the film a    cooler  PG 13 rating;0
is the script s endless assault of embarrassingly ham fisted sex jokes;0
the script s endless assault of embarrassingly ham fisted sex jokes;1
the script s endless assault;1
the script s;2
script s;2
endless assault;0
endless;1
assault;1
of embarrassingly ham fisted sex jokes;1
embarrassingly ham fisted sex jokes;0
embarrassingly ham fisted;1
embarrassingly;1
ham fisted;1
sex jokes;2
sex;3
jokes;2
that reek of a script rewrite designed to garner the film a    cooler  PG 13 rating;1
reek of a script rewrite designed to garner the film a    cooler  PG 13 rating;1
reek of a script;1
reek;2
of a script;2
a script;2
rewrite designed to garner the film a    cooler  PG 13 rating;2
rewrite;2
designed to garner the film a    cooler  PG 13 rating;2
designed;2
to garner the film a    cooler  PG 13 rating;2
garner the film a    cooler  PG 13 rating;3
garner;2
the film a    cooler  PG 13 rating;2
a    cooler  PG 13 rating;2
   cooler  PG 13 rating;2
cooler  PG 13 rating;2
cooler;2
 PG 13 rating;2
PG 13 rating;2
PG 13;3
rating;2
A smart  provocative drama that does the nearly impossible   It gets under the skin of a man we only know as an evil  monstrous lunatic  ;4
A smart  provocative drama that does the nearly impossible   It gets under the skin of a man we only know as an evil  monstrous lunatic;4
A smart  provocative drama that does the nearly impossible  ;4
A smart  provocative drama that does the nearly impossible;4
A smart  provocative drama;3
smart  provocative drama;4
 provocative drama;3
provocative drama;4
provocative;3
drama;1
that does the nearly impossible;3
does the nearly impossible;4
the nearly impossible;2
the nearly;2
impossible;0
 ;2
It gets under the skin of a man we only know as an evil  monstrous lunatic;2
gets under the skin of a man we only know as an evil  monstrous lunatic;1
gets;2
under the skin of a man we only know as an evil  monstrous lunatic;1
under;2
the skin of a man we only know as an evil  monstrous lunatic;2
the skin;2
skin;2
of a man we only know as an evil  monstrous lunatic;1
a man we only know as an evil  monstrous lunatic;2
a man;2
man;2
we only know as an evil  monstrous lunatic;1
we;2
only know as an evil  monstrous lunatic;2
know as an evil  monstrous lunatic;1
know;2
as an evil  monstrous lunatic;1
an evil  monstrous lunatic;1
evil  monstrous lunatic;1
evil;1
 monstrous lunatic;2
monstrous lunatic;2
monstrous;1
lunatic;2
It s like a drive by  ;1
s like a drive by  ;2
s like a drive by;1
like a drive by;2
a drive by;2
drive by;2
is many things    stoner midnight flick  sci fi deconstruction  gay fantasia    but above all it s a love story as sanguine as its title  ;3
is many things    stoner midnight flick  sci fi deconstruction  gay fantasia    but above all;2
is many things    stoner midnight flick  sci fi deconstruction  gay fantasia   ;1
many things    stoner midnight flick  sci fi deconstruction  gay fantasia   ;2
many things;2
many;2
things;2
   stoner midnight flick  sci fi deconstruction  gay fantasia   ;1
stoner midnight flick  sci fi deconstruction  gay fantasia   ;2
stoner midnight flick  sci fi deconstruction  gay fantasia;2
stoner midnight flick  sci fi deconstruction ;2
stoner midnight flick  sci fi deconstruction;1
stoner midnight flick ;2
stoner midnight flick;2
stoner;2
midnight flick;2
midnight;2
sci fi deconstruction;2
sci fi;2
deconstruction;2
gay fantasia;2
gay;2
fantasia;2
but above all;2
above all;3
above;2
it s a love story as sanguine as its title  ;2
s a love story as sanguine as its title  ;2
s a love story as sanguine as its title;3
a love story as sanguine as its title;3
a love story as sanguine;1
a love story;2
love story;2
as sanguine;2
sanguine;2
as its title;2
its title;2
A very funny romantic comedy about two skittish New York middle agers who stumble into a relationship and then struggle furiously with their fears and foibles  ;3
A very funny romantic comedy about two skittish New York middle agers who stumble into a relationship and then;3
A very funny romantic comedy;3
very funny romantic comedy;3
very funny;4
romantic comedy;2
about two skittish New York middle agers who stumble into a relationship and then;2
two skittish New York middle agers who stumble into a relationship and then;2
two skittish New York middle agers;2
two;2
skittish New York middle agers;2
skittish;2
New York middle agers;2
York middle agers;2
York;2
middle agers;2
who stumble into a relationship and then;2
stumble into a relationship and then;2
stumble;2
into a relationship and then;2
a relationship and then;2
a relationship and;2
a relationship;2
relationship;2
struggle furiously with their fears and foibles  ;2
struggle furiously with their fears and foibles;2
struggle furiously;1
struggle;1
furiously;1
with their fears and foibles;2
their fears and foibles;2
fears and foibles;2
fears and;2
fears;1
foibles;2
But it has an ambition to say something about its subjects  but not a willingness  ;1
it has an ambition to say something about its subjects  but not a willingness  ;2
has an ambition to say something about its subjects  but not a willingness  ;1
has an ambition to say something about its subjects  but not a willingness;2
an ambition to say something about its subjects  but not a willingness;2
an ambition to say something about its subjects  but not;2
an ambition to say something about its subjects ;2
an ambition to say something about its subjects;2
ambition to say something about its subjects;2
ambition;3
to say something about its subjects;2
say something about its subjects;3
say something;2
about its subjects;2
its subjects;2
subjects;2
but not;2
not;1
a willingness;2
willingness;2
 LRB  Scherfig  RRB  has made a movie that will leave you wondering about the characters  lives after the clever credits roll  ;3
 LRB  Scherfig  RRB ;2
Scherfig  RRB ;2
Scherfig;2
has made a movie that will leave you wondering about the characters  lives after the clever credits roll  ;3
has made a movie that will leave you wondering about the characters  lives after the clever credits roll;4
made a movie that will leave you wondering about the characters  lives after the clever credits roll;4
a movie that will leave you wondering about the characters  lives after the clever credits roll;3
a movie;2
that will leave you wondering about the characters  lives after the clever credits roll;3
will leave you wondering about the characters  lives after the clever credits roll;3
will;2
leave you wondering about the characters  lives after the clever credits roll;2
you wondering about the characters  lives after the clever credits roll;4
wondering about the characters  lives after the clever credits roll;3
wondering about the characters  lives;2
wondering;2
about the characters  lives;2
the characters  lives;2
the characters ;2
characters ;2
after the clever credits roll;3
the clever credits roll;3
clever credits roll;3
clever;4
credits roll;2
credits;2
roll;2
 LRB  An  RRB  absorbing documentary  ;3
 LRB  An  RRB  absorbing documentary;3
 LRB  An  RRB ;2
An  RRB ;3
absorbing documentary;3
absorbing;3
documentary;2
Reeks of rot and hack work from start to finish  ;2
Reeks of rot and hack;1
Reeks;1
of rot and hack;1
rot and hack;1
rot and;2
rot;1
hack;1
work from start to finish  ;3
work from start to finish;2
work from start;2
Plays like a series of vignettes    clips of a film that are still looking for a common through line  ;1
Plays like a series of vignettes    clips of a film that are still looking for a common through line;2
Plays like a series of vignettes   ;2
Plays like a series of vignettes;2
like a series of vignettes;2
a series of vignettes;2
of vignettes;2
vignettes;2
clips of a film that are still looking for a common through line;1
clips;2
of a film that are still looking for a common through line;1
a film that are still looking for a common through line;1
that are still looking for a common through line;2
are still looking for a common through line;1
are still;2
looking for a common through line;2
looking;2
for a common through line;2
a common through line;2
common through line;3
common;2
through line;2
;1
Contrived pastiche of caper;2
Contrived pastiche;2
Contrived;1
pastiche;2
of caper;2
caper;2
The major problem with Windtalkers is that the bulk of the movie centers on the wrong character  ;1
The major problem with Windtalkers;1
The major problem;1
major problem;1
major;2
problem;1
with Windtalkers;2
is that the bulk of the movie centers on the wrong character  ;2
is that the bulk of the movie centers on the wrong character;2
that the bulk of the movie centers on the wrong character;1
the bulk of the movie centers on the wrong character;2
the bulk of the movie;2
the bulk;2
bulk;2
of the movie;2
centers on the wrong character;2
centers;3
on the wrong character;2
the wrong character;2
wrong character;2
wrong;1
Swimfan  like Fatal Attraction  eventually goes overboard with a loony melodramatic denouement in which a high school swimming pool substitutes for a bathtub  ;2
Swimfan  like Fatal Attraction ;2
Swimfan  like Fatal Attraction;3
Swimfan ;2
Swimfan;2
like Fatal Attraction;2
Fatal Attraction;2
Attraction;2
eventually goes overboard with a loony melodramatic denouement in which a high school swimming pool substitutes for a bathtub  ;1
eventually;2
goes overboard with a loony melodramatic denouement in which a high school swimming pool substitutes for a bathtub  ;0
goes overboard with a loony melodramatic denouement in which a high school swimming pool substitutes for a bathtub;2
goes overboard;1
goes;2
overboard;1
with a loony melodramatic denouement in which a high school swimming pool substitutes for a bathtub;1
a loony melodramatic denouement in which a high school swimming pool substitutes for a bathtub;1
a loony melodramatic denouement;1
loony melodramatic denouement;2
loony;1
melodramatic denouement;1
melodramatic;2
denouement;1
in which a high school swimming pool substitutes for a bathtub;1
a high school swimming pool substitutes for a bathtub;2
a high school swimming;2
high school swimming;2
school swimming;2
school;2
swimming;2
pool substitutes for a bathtub;2
pool;2
substitutes for a bathtub;2
substitutes;2
for a bathtub;2
a bathtub;2
bathtub;2
This is a heartfelt story     it just is nt a very involving one  ;1
This is a heartfelt story     it just is nt a very involving one;1
This is a heartfelt story    ;3
This is a heartfelt story;4
is a heartfelt story;3
a heartfelt story;3
heartfelt story;4
heartfelt;3
it just is nt a very involving one;1
just is nt a very involving one;1
is nt a very involving one;1
is nt a very;1
is nt;1
a very;2
involving one;2
involving;2
An unsettling  memorable cinematic experience that does its predecessors proud  ;4
An unsettling  memorable cinematic experience that;4
An unsettling  memorable cinematic experience;3
unsettling  memorable cinematic experience;3
unsettling;2
 memorable cinematic experience;4
memorable cinematic experience;3
cinematic experience;3
experience;2
does its predecessors proud  ;3
does its predecessors proud;4
its predecessors proud;3
its predecessors;2
predecessors;3
proud;4
All in all  it s a pretty good execution of a story that s a lot richer than the ones Hollywood action screenwriters usually come up with on their own  ;3
All in all;2
in all;2
 it s a pretty good execution of a story that s a lot richer than the ones Hollywood action screenwriters usually come up with on their own  ;3
it s a pretty good execution of a story that s a lot richer than the ones Hollywood action screenwriters usually come up with on their own  ;4
s a pretty good execution of a story that s a lot richer than the ones Hollywood action screenwriters usually come up with on their own  ;3
s a pretty good execution of a story that s a lot richer than the ones Hollywood action screenwriters usually come up with on their own;3
a pretty good execution of a story that s a lot richer than the ones Hollywood action screenwriters usually come up with on their own;4
a pretty good execution;3
pretty good execution;3
pretty good;3
pretty;4
execution;2
of a story that s a lot richer than the ones Hollywood action screenwriters usually come up with on their own;4
a story that s a lot richer than the ones Hollywood action screenwriters usually come up with on their own;4
that s a lot richer than the ones Hollywood action screenwriters usually come up with on their own;3
s a lot richer than the ones Hollywood action screenwriters usually come up with on their own;3
s a lot richer than the ones;3
a lot richer than the ones;3
a lot;2
lot;2
richer than the ones;2
richer;2
than the ones;2
the ones;2
ones;2
Hollywood action screenwriters usually come up with on their own;2
Hollywood action screenwriters;2
Hollywood;2
action screenwriters;2
screenwriters;2
usually come up with on their own;2
usually;2
come up with on their own;2
come up;2
come;2
with on their own;2
on their own;2
their own;2
own;2
Phillip Noyce and all of his actors    as well as his cinematographer  Christopher Doyle    understand the delicate forcefulness of Greene s prose  and it s there on the screen in their version of The Quiet American  ;3
Phillip Noyce and all of his actors    as well as his cinematographer  Christopher Doyle    understand the delicate forcefulness of Greene s prose  and it s there on the screen in their version of The Quiet American;3
Phillip Noyce and all of his actors    as well as his cinematographer  Christopher Doyle    understand the delicate forcefulness of Greene s prose  and;3
Phillip Noyce and all of his actors    as well as his cinematographer  Christopher Doyle    understand the delicate forcefulness of Greene s prose ;3
Phillip Noyce and all of his actors    as well as his cinematographer  Christopher Doyle    understand the delicate forcefulness of Greene s prose;3
Phillip Noyce and all of his actors    as well as his cinematographer  Christopher Doyle   ;2
Phillip Noyce and all of his actors;2
Phillip Noyce and;2
Phillip Noyce;2
Phillip;2
Noyce;2
all of his actors;2
of his actors;2
his actors;2
   as well as his cinematographer  Christopher Doyle   ;2
   as well as his cinematographer  Christopher Doyle;2
   as well as;2
as well as;2
well as;2
his cinematographer  Christopher Doyle;2
his cinematographer ;2
his cinematographer;2
cinematographer;2
Christopher Doyle;2
Christopher;2
Doyle;2
understand the delicate forcefulness of Greene s prose;2
understand;2
the delicate forcefulness of Greene s prose;3
the delicate forcefulness;3
delicate forcefulness;2
delicate;3
forcefulness;2
of Greene s prose;2
Greene s prose;2
Greene s;2
Greene;2
prose;2
it s there on the screen in their version of The Quiet American;2
